id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
174216,12416,Daughter of Serpents,NULL,1992-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
187110,46534,David Crane's Amazing Tennis,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
106953,46533,David Robinson's Supreme Court,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
41046,48139,Day Dreamin' Davey,NULL,1992-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
41346,39895,Dcon,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
148017,39635,Dead Connection,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
134631,42111,Dead Moon,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116644,42012,Dead of the Brain,NULL,1992-04-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
187773,46225,Deadly Moves,NULL,1992-08-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
23247,45869,Death Bringer,NULL,1992-05-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62003,46224,Death Duel,NULL,1992-02-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
111185,48066,Defenders of Dynatron City,NULL,1992-09-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
163908,45793,Defenders of Oasis,NULL,1992-10-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
8915,123133,Delta Hero,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115468,12570,Demon Blue,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70171,48334,Derby Stallion Zengokuban,NULL,1992-09-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125093,39862,Desert Breaker,NULL,1992-06-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
5815,122274,Desert Storm with Coalition Command,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
90118,6798,Desert Strike: Return to the Gulf,"After terrorist leader General Kilbaba has seized control of an unnamed ""small but wealthy"" Gulf emirate, overthrown the monarchy and installed himself as dictator, the United States sends a lone helicopter to destroy his army in a series of swift strikes. The game's plot was felt by commentators to be a thinly disguised reference to the Gulf War, while comparisons were drawn between Kilbaba and Saddam Hussein, and between the game's unnamed desert setting and Iraq",1992-02-01 00:00:00.000,10,NULL,NULL,NULL,82.2508,37
27042,79963,Design Your Own Railroad,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
182039,202072,Detana!! TwinBee,NULL,1992-02-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115325,46693,Detonator Orgun,NULL,1992-08-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
42664,46222,Devilish: The Next Possession,NULL,1992-04-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
41459,42731,D-Force,NULL,1992-01-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104899,14641,Die Hard 2: Die Harder,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60283,39872,Diet Go Go,NULL,1992-04-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
147304,94194,Dig & Spike Volleyball,NULL,1992-11-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
5091,218860,Dig Dug,NULL,1992-09-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
144658,42202,Dino City,NULL,1992-07-17 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
128928,39630,Dino Rex,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102501,14651,Discovery: In the Steps of Columbus,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
79713,56861,Discworld MUD,NULL,1992-05-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
126257,71987,Disney's Ariel the Little Mermaid,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
164347,45628,Disney's Ariel: The Little Mermaid,NULL,1992-02-01 00:00:00.000,1,NULL,NULL,NULL,40.0896,6
115598,19097,Disney's Beauty and the Beast,NULL,1992-12-31 00:00:00.000,NULL,NULL,62.5000,0,NULL,NULL
12706,39871,Diver Boy,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60018,12050,Dizzy Panic,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60559,48672,Dizzy the Adventurer,NULL,1992-01-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
92445,38052,Dizzy's Excellent Adventures,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
29592,48954,Dodge Boy,NULL,1992-01-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
28463,91482,Dogyuun,NULL,1992-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63728,12573,Dojo Dan,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71596,48696,Don Doko Don 2,NULL,1992-03-02 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
62135,14656,Doodlebug,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
144364,80636,Doodlebug: Bug Bash II,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
87958,42599,Doomsday Warrior,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
179988,38077,Doraemon: Nobita no Dorabian Night,"Doraemon and Nobita were using special shoes that allows them to jump into the worlds of the books that they want. Nobita let Shizuka use those shoes to enter the world of the book that she wants. Shizuka got lost in one Nobita's Sinbad Legend of the Seven Seas book. After Nobita's mother burned all of his books, Doraemon and the others must find another way to save Shizuka.",1992-01-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
162725,201322,Double Dragon,NULL,1992-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
163130,46277,Double Dragon 3: The Arcade Game,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,54.0000,1
89864,48952,Double Dribble: 5 on 5,NULL,1992-01-31 00:00:00.000,NULL,NULL,NULL,NULL,54.0000,0
45092,48522,Double Moon Densetsu,NULL,1992-11-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
157070,59997,Doukyuusei,"The sun may be hot. The babes are hotter! You've worked half the summer and it's time to cash out—splash out all that hard-earned pocket change chasing tail. But time waits for no man and summer never lasts, so you'd better be quick about it. Be at the right place at just the right moment and who knows what kind of cutie will happen by. It's up to you to flirt your way through town, learning about each girl's hopes, dreams, and secrets, and maybe—just maybe—take a chance on true love.",1992-12-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
166052,49109,Downtown Nekketsu Koushinkyoku: Dokodemo Daiundoukai,NULL,1992-08-24 00:00:00.000,NULL,NULL,NULL,NULL,58.0000,0
186121,36753,Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai,"The Reihou Academy student council suggested that all the schools hold a joint sports festival as an apology for the ill deeds of their former student president Yamada. The detailed plan was drawn up by the new student president, Toudou Mamoru. However, Toudou was planning to destroy the other schools, not apologize.

The competitions planned were brutal and he built and incredibly strong team. Few dared participate in such a sports festival, yet some teams were brave enough to do so. Those teams were the Nekketsu High School team led by Kunio, the Hananzono High School team led by Riki, and the union team brought together by Gouda.

And so, the festival kicked off with just four teams.",1992-11-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
80621,127480,"Dr. Livingstone, I Presume?",NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
159356,178112,Dr. Mario,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
33024,66111,Dracula Hakushaku,NULL,1992-11-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
6820,46920,Dracula: The Undead,"The player takes on the role of Jonathan Harker as he tries to escape from Dracula's Castle. In the game you wake up with Dracula gone and you can explore the castle by moving from room to room. The game controls are a point and click, where you can interact with a certain number items in each room. You can also talk and interact with other NPC characters.",1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
174301,48680,Dragon Ball Z III: Ressen Jinzou Ningen,NULL,1992-08-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19242,2578,Dragon Ball Z: Gekitou Tenkaichi Budoukai,NULL,1992-12-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
105070,38395,Dragon Ball Z: Super Saiya Densetsu,NULL,1992-01-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
49172,37344,Dragon Bowl,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
25662,40307,Dragon Gun,NULL,1992-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
33909,66293,Dragon Master Silk: Ryuu Shoukan Musume Episode II,NULL,1992-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129404,66168,Dragon Pink: The Hero Castle,NULL,1992-07-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
23509,205595,Dragon Quest V: Tenkuu no Hanayome,"Dragon Quest V begins with a brief scene of the Hero's birth. Afterwards, the Hero, as a child, and his father, Pankraz travel to meet Sancho, an old friend. The Hero meets Bianca and the two explore the haunted Uptaten Towers, where they obtain a mysterious Golden Orb. The next day, the Hero notices a man in the town who looks similar to him, albeit much older. That man asks the Hero to show him the Golden Orb and, after returning it, asks him to take care of his father Pankraz. The first section of the story ends with Pankraz being killed by Ladja, a mysterious member of the Order of Zugzwang, when he tries to protect his son and Prince Harry. The two children are then taken into slavery.",1992-09-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
98151,73347,Dragon Slayer Gaiden,NULL,1992-06-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
41094,4393,Dragon Slayer: The Legend of Heroes II,NULL,1992-03-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
131466,14661,Dragon's Lair III: The Curse of Mordread,"After destroying the evil wizard Mordroc in his bid for marriage to your beloved Daphne in ""Dragon's Lair II: Time Warp"", Mordrdoc's evil sister Mordread is demanding revenge. You, as Dirk the Daring, must test your skills as you are thrust into a frantic quest thought time to save Daphne and the children. But you must hurry before the evil witch Mordread traps them forever in the Vortex of Eternity",1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
57416,14769,Dreadnoughts,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
5957,48365,Dream Fighter,NULL,1992-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101204,48611,Dream Master,NULL,1992-10-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
174030,195037,Dream World,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
154496,170675,Drop-Drop,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
132766,85,Dune,NULL,1992-03-14 00:00:00.000,15,NULL,NULL,NULL,79.4355,39
8452,86,Dune II: The Building of a Dynasty,"The Emperor has proposed a challenge, to each of the houses: ""The House that produces the most spice will control Dune. There are no set territories, and no rules of engagement."" Vast armies have arrived. Now, three Houses fight for control of Dune; The Noble Atreides, The Insidious Ordos, The Evil Harkonnen.",1992-12-01 00:00:00.000,29,NULL,NULL,NULL,89.8833,69
94728,42102,Dungeons & Dragons: Order of the Griffon,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
74070,4486,Dungeons & Dragons: Warriors of the Eternal Sun,NULL,1992-12-31 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
48568,19476,Dungeons of Avalon II - The Island of Darkness,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112530,45641,Dyna Brothers,NULL,1992-08-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
161919,6979,E.V.O. : Search for Eden,"E.V.O. tells the saga of life's evolution on Earth, with a subtext of a creation myth and polytheistic evolution. The player takes the role of one of many billions of lifeforms created by Gaia, the nurturing and benevolent daughter of Sol, the Sun. Among the creatures known as life, there is a competition to evolve, and the best lifeform will eventually be granted the privilege of entering the Garden of Eden and becoming the husband and partner of Gaia. As the game progresses, it soon becomes apparent some mysterious external force is interfering with evolution on Earth in a destructive manner. Strange crystals not native to Gaia appear across the planet, and creatures that eat the crystals are transformed into monstrously powerful beings that dominate all other lifeforms, overconsume resources and disrupt the flow of evolution. In each Age the player character is tasked with confronting the species transformed by the crystals and defeating them so that the evolution of life can continue as intended.

In the final Age, the Age of Eden, the player learns a mysterious entity is controlling the world's other lifeforms and sending them against the player. This entity turns out to be Bolbox, a lifeform that has evolved into a freakish and evil advanced being by consuming the crystals, believing itself to be the first human, but in reality is a gigantic single-celled organism. In the game's final battle, the player and Bolbox fight to determine who will gain entry into Eden and become Gaia's partner. Bolbox is defeated, and the player joins Gaia in Eden and is granted the gift of intelligence. It is also revealed the crystals were introduced to Earth by an advanced civilization on Mars, who misguidedly wished to help Earth by speeding its evolution with the crystals. Upon realizing the dangers the crystals create, the Martians decide to leave Earth alone and observe until it becomes advanced enough for them to interact with.",1992-12-21 00:00:00.000,6,NULL,NULL,NULL,70.1231,17
139275,112318,Earth Defender,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151223,42248,Earth Light,NULL,1992-07-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
185810,5378,Ecco the Dolphin,"The game opens with Ecco, a bottlenose dolphin, as he and his pod are swimming in their home bay. A podmate challenges Ecco to a game to see how high he can jump into the air. When he is in the air, a giant waterspout forms and sucks up all marine life in the bay except Ecco, leaving him alone in the bay. Upon leaving the bay, Ecco swims around meeting other marine life including other dolphins who tell them they have felt the storm and the entire ocean is in chaos. An orca Ecco encounters tells him to travel to the Arctic to meet the ""Big Blue,"" an old blue whale revered by marine life for its age and wisdom, who might be able to help him on his journey. Arriving in the Arctic after a long travel through the ocean, Ecco finds the Big Blue who informs the dolphin the storms occur every 500 years. Though the Big Blue doesn't know what causes the storms, he suggests Ecco find the Asterite, the oldest life form on Earth. He leaves the Arctic and travels to a deep cavern where he finds the Asterite. The Asterite greets Ecco telling him though it has the power to aid him, the Asterite cannot because orbs from its body have been lost. The Asterite tells him to go to the sunken ruins of the city of Atlantis, and use the time machine left behind by the Atlanteans.

Ecco travels to the sunken city of Atlantis, where he discovers an ancient library filled with Glyphs, giant crystals stored with information. From the library Ecco learns the origins of the storms, an alien race known as the Vortex lost the ability to produce food on their planet, so every 500 years when the planets align, they use their technology to harvest the waters of Earth. The Atlanteans fought a long war with the Vortex that ended when a beam struck Atlantis from space sending the city into the depths of the ocean. Learning this, he activates the time machine and travels 55 million years into Earth's past. While Ecco is in the past he learns an ancient song to communicate with a Pteranodon. Ecco locates the Asterite in the past but is immediately attacked by it. Forced into battle, he manages to dislodge a globe from it. This opens a time portal and he is sent back into the present. After receiving the globe, the Asterite grants him the power to turn his sonar into a deadly weapon against the Vortex, as well as the abilities to breathe underwater and to slowly regenerate lost health. The Asterite instructs him to use the time machine to travel back in time to the hour of the harvest. This time he manages to be sucked into the waterspout with his pod. Ecco is sent flying through outer space to a giant tube-like machine. Making his way through the construct Ecco arrives on the planet Vortex engaging the aliens in combat. He makes his way to the Vortex Queen and engages her in a fight. When the Queen is defeated she spits out Ecco's pod she ate and they make their quick escape back to Earth.",1992-12-23 00:00:00.000,14,NULL,30.0000,1,72.7090,56
4770,70109,Electro Man,NULL,1992-02-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
128503,198678,Electronic Batman Returns,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
188246,198677,Electronic Batman: The Animated Series,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
190389,198726,Electronic Dinosaurs,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
158166,198995,Electronic Disney's Darkwing Duck,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
29637,79540,Electronic Full House,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
55171,217672,Electronic Home Alone,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19184,198762,Electronic Home Alone 2: Lost in New York,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19270,198766,Electronic Inspector Gadget,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19879,198808,Electronic Magic Johnson Basketball,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
187106,198815,Electronic Mickey & Friends,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
182604,198816,Electronic Mickey & Friends,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
55651,217684,Electronic RoboCop 3,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
54961,202256,Electronic Sonic the Hedgehog 2,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19180,198740,Electronic The Flintstones,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
50930,198954,Electronic Wayne's World,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
90721,91632,Elifoot 2,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
32582,91762,Elm Knight: A Living Body Armor,NULL,1992-11-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
88670,12066,Epic,NULL,1992-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
153534,170342,Eric's Ultimate Solitaire,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
37222,45931,Escape from Cyber City,NULL,1992-02-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
21143,48505,Esper Dream 2: Aratanaru Tatakai,NULL,1992-07-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
184838,18544,Eternam,"Congratulations Don Jonz! You have just won a Virtual Adventure Vacation on Eternam, the biggest and best planetary Funpark in the galaxy.",1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149426,39672,Euro Champ '92,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
80264,45557,Evander Holyfield Boxing,NULL,1992-07-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
89446,46545,Evander Holyfield's 'Real Deal' Boxing,NULL,1992-11-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
156665,91867,Executioners,NULL,1992-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
143266,44315,Exile: Wicked Phenomenon,NULL,1992-09-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66434,36738,Ex-Mutants,"Ex-Mutants was a comic book series created by writer David Lawrence and artist Ron Lim along with editor David Campiti in 1986. It was later published in a revamped version by Malibu Comics. A videogame for the Sega Genesis based on the Malibu version was released.
In the Malibu version of Ex-Mutants, there were three males (Dillon, Ackroyd and Bud) and three females (Shannon, Piper and Tanya). These six were mutants who were gathered by Professor Kildare, a robotic-looking cyborg and turned into humans. Ackroyd and Shannon were the playable characters in the Sega Genesis game.",1992-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
95539,39650,Explosive Breaker,NULL,1992-12-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
106263,40296,Exvania,NULL,1992-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
85838,37714,F1 Circus '92,NULL,1992-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
34910,185879,F1 Circus Special: Pole to Win,NULL,1992-06-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13313,46837,F-1 Grand Prix,NULL,1992-04-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10985,48947,F1 Pole Position,NULL,1992-11-20 00:00:00.000,1,NULL,NULL,NULL,50.0000,2
127039,42571,F1 ROC: Race of Champions,NULL,1992-03-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
33036,128359,F1 Team Simulation: Project F,NULL,1992-09-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
45545,71811,F-15 Strike Eagle III,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113199,66706,F-16 Renegade,"Your crazy professor has hacked into the US Air Force's computers and programmed all of the jets to fly off and start World War III. Since no one will believe your tale on this matter, you take it upon yourself to follow your professor's footsteps: you hack into the USAF computers yourself but to locate the F-16 training program so that you can then break into the air base and heist a jet in order to take down all of the malevolent computer-controlled jets.",1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129933,48499,Famicom Jump II: Saikyou no Shichinin,NULL,1992-12-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
123740,42570,Family Dog,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
95649,86101,Famista 2,NULL,1992-07-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
95688,218391,Famista '93,NULL,1992-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
24891,21425,Far East of Eden II,NULL,1992-03-26 00:00:00.000,NULL,NULL,60.0000,1,NULL,NULL
88738,48944,Fastest Lap,NULL,1992-03-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
46016,83253,Fatal Craft,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
49982,4435,Fatal Fury 2,"After Geese Howard's death in the original Fatal Fury, a mysterious nobleman becomes the sponsor of the new ""King of Fighters"" tournament. This time, the tournament is held worldwide with fighters around the globe competing. As the single player mode progresses, the mysterious challenger begins defeating the participants from the previous Fatal Fury game (Michael Max, Hwa Jai, Duck King, Tung Fu Rue and Richard Meyer), searching for the man responsible for defeating Geese.",1992-01-10 00:00:00.000,1,NULL,NULL,NULL,67.0617,30
140649,8449,Felix the Cat,NULL,1992-10-01 00:00:00.000,4,NULL,NULL,NULL,79.9023,20
120328,48290,Ferrari Grand Prix Challenge,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65263,39922,Fighter & Attacker,NULL,1992-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116730,46215,Fighting Masters,NULL,1992-09-17 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
139022,48357,Final Combat,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
139030,195066,Final Combat,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
195395,419,Final Fantasy V,"Embark on an epic adventure as four heroes are driven together by fate: Bartz and his chocobo companion, Princess Lenna of Castle Tycoon, the mysterious Galuf, and the pirate captain Faris. The crystals that bring peace and prosperity to the world – earth, water, fire, and wind – have lost their power and are on the verge of destruction. These Crystals acted as a seal on Exdeath, an evil sorcerer. Bartz and his party must keep the Crystals from being exploited by Exdeath's influence and prevent his resurgence.",1992-12-06 00:00:00.000,21,NULL,NULL,NULL,77.8245,102
189245,415,Final Fantasy: Mystic Quest,NULL,1992-10-05 00:00:00.000,9,NULL,NULL,NULL,75.4660,35
151665,42554,Final Fight Guy,NULL,1992-04-20 00:00:00.000,NULL,NULL,NULL,NULL,87.3644,6
21233,40986,Final Star Force,NULL,1992-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
124572,12099,Fire & Ice: The Daring Adventures of Cool Coyote,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
175562,1434,Fire Emblem Gaiden,"The game follows two protagonists, lifelong friends Alm and Celica, over the course of five chapters and takes place in two kingdoms on the continent of Valentia: Rigel and Zofia. The world map is slowly revealed for players to traverse through the game's five chapters.",1992-03-14 00:00:00.000,5,1,NULL,NULL,79.6316,16
2133,118511,Fire Fighter,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
169661,48671,Fire 'n Ice,NULL,1992-01-24 00:00:00.000,NULL,NULL,NULL,NULL,79.1398,6
112398,42071,Fire Pro Wrestling 3: Legend Bout,NULL,1992-11-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
36985,45534,Fire Pro Wrestling Gaiden,NULL,1992-05-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
134248,13050,FireForce,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
124965,14068,Fireman Sam,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
162575,19778,Firepower 2000,"A secret ""underground race"" on an island in the mid-Atlantic ocean has stolen top military vehicles and equipment from around the world and have rebuilt powerful war machines from them. They are even piloted by robots with one mission: to destroy. Military and intelligence officials of major countries have detected them, but they are afraid that they will be unable to prepare against an assault by this underground race. Their plan is to send you in to infiltrate their base and destroy them before they have a chance to unleash the war upon the rest of the world.",1992-11-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176142,48946,Fish Dude,NULL,1992-01-31 00:00:00.000,NULL,NULL,NULL,NULL,43.0000,0
125815,46835,Fixeight,NULL,1992-05-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
90033,4275,Flashback: The Quest for Identity,NULL,1992-12-31 00:00:00.000,22,NULL,35.0000,0,82.8011,72
185906,64541,Flying Hero: Bugyuru no Daibouken,NULL,1992-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103505,46828,Flying Tiger,NULL,1992-06-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
53458,39649,Football Frenzy,NULL,1992-01-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
31999,15224,Frankenstein,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
18147,47510,Frantic,NULL,1992-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
130238,172422,Freedom!,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
32708,71699,Front Page Sports: Football,NULL,1992-11-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60709,45872,Funky Horror Band,NULL,1992-01-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77779,39350,Funky Jet,NULL,1992-05-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
126569,8166,G.I. Joe: The Atlantis Factor,NULL,1992-03-01 00:00:00.000,NULL,NULL,NULL,NULL,73.0189,8
101993,46691,Gadget Twins,NULL,1992-09-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
7424,42013,Gain Ground SX,NULL,1992-12-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
139340,195039,Galactic Crusader,NULL,1992-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73983,38055,Galactic Warrior Rats,NULL,1992-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
